start_station,end_station,count
Bentsebrugata,Schous plass trikkestopp,71
Bentsebrugata,Bjoervika,71
Groenlands torg,Salt,71
Vaar Frelsers gravlund,Klingenberggata,71
Soendre gate,Filipstadveien,71
Studenterlunden,Sjoesiden ved fontenen,71
Studenterlunden,Linaaes gate,71
St. Hanshaugen park vest,OsloMet,71
Hans Nielsen Hauges plass,Sofienbergparken nordvest,71
Bjoelsen Studentby,Schous plass,71
Bjoelsen Studentby,Jernbanetorget,71
Kirkeristen,Hesselbergs Gate,71
Storo Storsenter,Jens Bjelkes Gate,71
Uelands gate,Birkelunden,71
Frognerbadet,Bjerregaards gate,71
Frognerbadet,Dokkveien,71
Carl Berners plass soer,Vaterlandsparken,71
Toeyen skole,Krohgstoetten hospital,71
Toeyen skole,Skraaninga,71
John Colletts plass,Stensparken,71
Landstads gate,Bjoelsen Studentby,71
Hasle Torg,Aker Brygge,71
Hasle Torg,Sommerfrydhagen,71
Jakob kirke,Chr. Michelsens Gate,71
Majorstuen,Myraloekka oest,71
Majorstuen,Huitfeldts gate,71
Kontraskjaeret,Klingenberggata,71
Kontraskjaeret,Universitetsgata,71
Tannlegehoeyskolen,Bentsebrugata,71
Uranienborgparken,Lille Grensen,71
Uranienborgparken,Frogner plass,71
Bjoelsendumpa,Boekkerveien,71
Alexander Kiellands Plass,Raadhusgata,71
Alexander Kiellands Plass,Hallénparken,71
Birkelunden,Jenny Braatens Plass,71
Spikersuppa Vest,Akerselvallmenningen,71
Lindern,Adamstuen,71
Lindern,Majorstua skole,71
Fram-gaarden,Holbergs plass,71
Sentrum Scene,Lakkegata,71
Moelleparken,St. Hanshaugen,71
Moelleparken,Bjoervika,71
Lakkegata,Spikersuppa Vest,71
Bislett Stadion,Carl Berners plass soer,71
Bislett Stadion,Ullevaalsveien,71
Kvaernerbyen,Carl Berners plass soer,71
Kvaernerbyen,Lodalen busstopp,71
Ruseloekkgaarden,Lille Grensen,71
Elisenberg,Slottsparken oest,71
Suhms gate,Marienlystparken,71
Sofienbergparken soer,Ruseloekkgaarden,71
Sofienbergparken soer,Fred Olsens gate,71
Jenny Braatens Plass,Jakob kirke,71
Vaalerenga,Galgeberg,71
Stensparken,Dokkveien,71
Stensparken,Frogner plass,71
Schous plass trikkestopp,Tjuvholmen,71
Bjoervika,Fredensborg,71
Studentparlamentet,Bislett Stadion,71
Arendalsgata,Sofienbergparken soer,71
Hausmanns bru,Oslo Plaza,71
Hausmanns bru,Mandalls gate,71
Hausmanns bru,Hammersborg Torg,71
Edvard Storms gate,Fred Olsens gate,71
Tjuvholmen,Studenterlunden,71
Tjuvholmen,Linaaes gate,71
Hausmanns gate,Vaar Frelsers gravlund,71
Hausmanns gate,Schives gate,71
Sommerfrydhagen,Hausmanns gate,71
Torshovparken vest,Holbergs plass,71
Vaterlandsparken,Hesselbergs Gate,71
Vaterlandsparken,Lille Grensen,71
Sirkustomta,Ringnes Park,71
Bjerregaards gate,Henrik Wergelands allé,71
Anker Hotel,Toeyenbekken,71
Krebs' gate,Schous plass,71
Ullevaal sykehus,Olaf Ryes plass,71
Botanisk Hage vest,Sentrum Scene,71
Jens Bjelkes Gate,Dronningens gate,71
Jens Bjelkes Gate,Hydroparken,71
Sofienberggata,Edvard Storms gate,71
Thomas Heftyes plass,Briskeby,71
Jess Carlsens gate,Skraaninga,71
Myraloekka oest,Aker Brygge,71
Lille Grensen,Parkveien,71
Lille Grensen,Fagerheimgata,71
Holbergs plass,Linaaes gate,71
Holbergs plass,Frogner plass,71
Monolittveien,Colosseum Kino,71
Filipstadveien,Spikersuppa Vest,71
Uranienborgveien,Soervest for Slottsparken,71
Lilleborgbanen,Daelenenggata,71
Langkaia,Bankplassen,71
Olaf Ryes plass,Chr. Michelsens Gate,71
Olaf Ryes plass,Dronningens gate,71
Skraaninga,Alexander Kiellands Plass,71
Akersgata,Jens Bjelkes Gate,71
Dokkveien,Frognerveien,71
Dokkveien,Hammersborg Torg,71
Slottsparken oest,Skovveien,71
Slottsparken oest,Kvaernerbyen,71
Slottsparken oest,Fredensborg,71
Huitfeldts gate,Studenterlunden,71
Frognerveien,Edvard Storms gate,71
Over Raadhusgata,Oslo Plaza,71
Annette Thommessens Plass,Jens Bjelkes Gate,71
Sognsveien,Pilestredet 63,71
Hallings gate,OsloMet,71
Hallings gate,Schous plass trikkestopp,71
Hallings gate,Paléhaven,71
Bogstadveien,Jernbanetorget,71
Georg Morgenstiernes hus,Bogstadveien,71
Jordalgata,Torggata,71
Stavangergata,Helga Helgesens plass,71
Stavangergata,Majorstua skole,71
Stavangergata,Enerhaugen,71
Henrik Wergelands allé,Birkelunden,71
Henrik Wergelands allé,Thune,71
Henrik Wergelands allé,Pilestredet 63,71
Koebenhavngata busstopp,Galgeberg,71
Meltzers gate,Meltzers gate,71
Majorstua skole,Professor Aschehougs plass,71
Badebakken,Moelleparken,71
Kampen park oest,Ringnes Park,71
Skarpsnoparken,Hydroparken,71
Fredensborg,Groenlands torg,71
Fredensborg,Bjerregaardsgate oest,71
Paléhaven,Aker Brygge 2 mot Raadhusplassen,71
Frogner plass,Colbjoernsens gate,71
Frogner plass,Huitfeldts gate,71
Stockfleths gate,Chr. Michelsens Gate,71
Marcus Thranes gate,Hallénparken,71
Bankplassen,Jens Bjelkes Gate,71
Sinsen T-bane,Schous plass,71
Bjerregaardsgate oest,Olaf Ryes plass,71
Bjerregaardsgate oest,Spikersuppa oest,71
Bak Niels Treschows hus nord,John Colletts plass,71
Bislettgata,Suhms gate,71
Bislettgata,Marienlystparken,71
Bislettgata,Friggfeltet,71
Pilestredet 63,Stavangergata,71
7. juni-plassen,Sjoesiden ved trappen,71
7. juni-plassen,Filipstadveien,71
Daelenenggata,Helga Helgesens plass,71
Oslo Hospital,Linaaes gate,71
Oslo Hospital,Nordre gate,71
Hammersborg Torg,Botanisk Hage vest,71
Hallénparken,Botanisk hage soer-vest,71
Bygdoey allé,Thomas Heftyes plass,71
Bygdoey allé,Huk 1,71
Kirkegata 15,Alexander Kiellands Plass,71
Enerhaugen,Hausmanns bru,71
Professor Aschehougs plass,Dokkveien,70
Aker Brygge,Elgsletta,70
Aker Brygge,Moelleparken,70
Aker Brygge,Huk 1,70
Klingenberggata,Toeyen skole,70
Hedmarksgata,Ringnes Park,70
Hesselbergs Gate,Sofienbergparken nord,70
Gunerius,The Hub,70
Rostockgata,Vippetangen oest,70
Rostockgata,Hausmanns gate,70
The Hub,Professor Aschehougs plass,70
Stjerneplassen,Hesselbergs Gate,70
Akerselvallmenningen,Universitetsgata,70
Nybrua holdeplass,Toeyenbekken,70
Blindern T-Bane,Blindern T-Bane,70
Aker Brygge 2 mot Raadhusplassen,St. Olavs gate,70
Toeyenparken,Sofienberggata,70
Arkitekt Rivertz Plass,Bjoelsen Studentby,70
Arkitekt Rivertz Plass,Briskeby,70
Soendre gate,Frognerstranda,70
Soendre gate,Arkaden Soer,70
Soendre gate,Huitfeldts gate,70
Skovveien,Karenslyst allé,70
Pilestredet Studenthus,Professor Aschehougs plass,70
Saga Kino,Bjoervika,70
St. Hanshaugen park vest,Professor Aschehougs plass,70
Sjoesiden ved fontenen,Slottsparken oest,70
Hans Nielsen Hauges plass,Sjoesiden ved trappen,70
Hans Nielsen Hauges plass,Sommerfrydhagen,70
Bjoelsen Studentby,Sognsveien,70
Kirkeristen,Nybrua holdeplass,70
Kirkeristen,Skovveien,70
Kirkeristen,Over Raadhusgata,70
Storo Storsenter,The Hub,70
Storo Storsenter,Schous plass trikkestopp,70
Ringnes Park,Arkitekt Rivertz Plass,70
Ringnes Park,Holbergs plass,70
Uelands gate,Stjerneplassen,70
Lille Schous plass,Sukkerbiten,70
Loerenveien,Sinsenveien,70
Loerenveien,Alexander Kiellands Plass,70
Parkveien,Sjoesiden ved trappen,70
Parkveien,Paléhaven,70
Frognerbadet,Majorstuen,70
Sagene bussholdeplass,Arkitekt Rivertz Plass,70
Sagene bussholdeplass,Ullevaalsveien,70
Toeyen skole,Koebenhavngata busstopp,70
Hasle Torg,Galgeberg,70
Jakob kirke,Holbergs plass,70
Jakob kirke,Hammersborg Torg,70
Majorstuen,Dokkveien,70
Kontraskjaeret,Alexander Kiellands Plass,70
Kontraskjaeret,Akersgata,70
Uranienborgparken,Via Vika,70
Uranienborgparken,Bislett Stadion,70
Bjoelsendumpa,Ullevaalsveien,70
Bjoelsendumpa,Sinsen T-bane,70
Alexander Kiellands Plass,7. juni-plassen,70
Gimle Kino,Majorstuveien,70
Gimle Kino,Slottsparken oest,70
Gimle Kino,Huk 1,70
Thune,Frogner plass,70
Ila,Vaar Frelsers gravlund,70
Ila,Birkelunden,70
Ila,Bankplassen,70
Lindern,Bjerregaards gate,70
Lindern,Thereses gate,70
BI Nydalen,Jenny Braatens Plass,70
BI Nydalen,Botanisk Hage soer,70
BI Nydalen,Bjerregaards gate,70
BI Nydalen,Nordre gate,70
Moelleparken,Colosseum Kino,70
Moelleparken,Groenlands torg,70
Vippetangen oest,Tjuvholmen,70
Vulkan,Olaf Ryes plass,70
Sjoesiden ved trappen,Fred Olsens gate,70
AHO,Over Raadhusgata,70
Bislett Stadion,Uranienborgparken,70
Kvaernerbyen,Sofienbergparken nord,70
Frogner Stadion,Bislettgata,70
Frognerstranda,Skovveien,70
Trondheimsveien,Munkegata,70
Botanisk Hage soer,Holbergs plass,70
Sukkerbiten,Universitetsgata,70
Sukkerbiten,Trondheimsveien,70
Sukkerbiten,Huitfeldts gate,70
Bjoervika,Raadhusgata,70
Skillebekk,Marienlystparken,70
Studentparlamentet,Sentrum Scene,70
Arendalsgata,Bjoelsen Studentby,70
Arendalsgata,Bislettgata,70
Majorstuveien,Bislett Stadion,70
Hausmanns bru,Botanisk Hage soer,70
Jernbanetorget,Marcus Thranes gate,70
Tjuvholmen,Marcus Thranes gate,70
Tjuvholmen,Oslo Hospital,70
Helga Helgesens plass,Henrik Ibsens gate,70
Raadhusgata,Bislett Stadion,70
Hausmanns gate,Bislett Stadion,70
Karenslyst allé,Elisenberg,70
Brugata,Soendre gate,70
Brugata,Sommerfrydhagen,70
Sofienbergparken nordvest,Aker Brygge 2 mot Raadhusplassen,70
Sofienbergparken nordvest,Lille Schous plass,70
Sofienbergparken nordvest,Akersgata,70
Sofienbergparken nordvest,Enerhaugen,70
Anker Hotel,Bentsebrugata,70
Fagerheimgata,Botanisk Hage vest,70
Marienlystparken,Stensparken,70
Botanisk Hage vest,Groenlands torg,70
Botanisk Hage vest,Linaaes gate,70
Jens Bjelkes Gate,Botanisk Hage vest,70
Sofienberggata,Stjerneplassen,70
Ullevaalsveien,Rostockgata,70
Thomas Heftyes plass,Oscars gate,70
Jess Carlsens gate,Oslo Hospital,70
Myraloekka oest,Toeyenbekken,70
Lille Grensen,Aker Brygge 3 mot Fergene,70
Friggfeltet,Henrik Wergelands allé,70
Holbergs plass,Skovveien,70
Holbergs plass,Fred Olsens gate,70
Filipstadveien,Helga Helgesens plass,70
St. Olavs gate,Akersgata,70
St. Olavs gate,Arkaden Nord,70
Lilleborgbanen,Trondheimsveien,70
Grünerhagen Nord,Sjoesiden ved fontenen,70
Linaaes gate,Sagene bussholdeplass,70
Linaaes gate,Sukkerbiten,70
Olaf Ryes plass,Sofienbergparken nordvest,70
Skraaninga,Torggata,70
Akersgata,Groenlands torg,70
Huitfeldts gate,Akerselvallmenningen,70
Huitfeldts gate,Helga Helgesens plass,70
Frognerveien,Briskeby,70
Botanisk hage soer-vest,Vaar Frelsers gravlund,70
Botanisk hage soer-vest,Birkelunden,70
Annette Thommessens Plass,Galgeberg,70
Sognsveien,Bjerregaards gate,70
Sognsveien,Forskningsveien,70
Hallings gate,Jess Carlsens gate,70
Bogstadveien,Sjoesiden ved fontenen,70
Bogstadveien,Paléhaven,70
Georg Morgenstiernes hus,Birkelunden,70
Georg Morgenstiernes hus,Ullevaalsalléen,70
Jordalgata,Brugata,70
Jordalgata,Bankplassen,70
Nordre gate,Sjoesiden ved fontenen,70
Nordre gate,Edvard Storms gate,70
Huk 1,Frogner plass,70
Bjoelsen moelle,Aker Brygge,70
Skarpsnoparken,Vaar Frelsers gravlund,70
Fredensborg,Fram-gaarden,70
Sotahjoernet,Aker Brygge,70
Bankplassen,Kontraskjaeret,70
Bankplassen,Vulkan,70
Bankplassen,Spikersuppa oest,70
Schives gate,Ruseloekkgaarden,70
Schives gate,Frogner Stadion,70
Sinsen T-bane,oekern Portal,70
Sinsen T-bane,Myraloekka oest,70
Bjerregaardsgate oest,Vaterlandsparken,70
Bak Niels Treschows hus nord,Griffenfeldts gate,70
7. juni-plassen,Vippetangen vest,70
Hammersborg Torg,Kontraskjaeret,70
Bygdoey allé,Norsk Folkemuseum,70
Kirkegata 15,Galgeberg,70
Enerhaugen,Jakob kirke,70
Borgenveien,Blindern T-Bane,69
Professor Aschehougs plass,Jess Carlsens gate,69
Professor Aschehougs plass,Sofienbergparken nord,69
Professor Aschehougs plass,Marcus Thranes gate,69
Hesselbergs Gate,Carl Berners plass nord,69
Hesselbergs Gate,Sofienberggata,69
Hesselbergs Gate,Fredensborg,69
Domus Athletica,Friggfeltet,69
Ulven Torg,Jens Bjelkes Gate,69
Rostockgata,Skippergata,69
Akerselvallmenningen,Nybrua holdeplass,69
Akerselvallmenningen,Bjoervika,69
Elgsletta,Henrik Ibsens gate,69
Aker Brygge 3 mot Fergene,Jens Bjelkes Gate,69
Aker Brygge 3 mot Fergene,Uranienborgveien,69
Colosseum Kino,Schives gate,69
Bentsebrugata,St. Olavs gate,69
Groenlands torg,Stjerneplassen,69
Groenlands torg,Soendre gate,69
Groenlands torg,Alexander Kiellands Plass,69
Groenlands torg,Oslo Plaza,69
Arkitekt Rivertz Plass,Toeyenbekken,69
Studenterlunden,Soendre gate,69
Studenterlunden,Lille Grensen,69
Bjoelsen Studentby,Lilleborgbanen,69
Bjoelsen Studentby,Akersgata,69
Bjoelsen Studentby,Hammersborg Torg,69
Kirkeristen,Filipstadveien,69
Storo Storsenter,Vaterlandsparken,69
Ringnes Park,Studentparlamentet,69
Ringnes Park,Jordalgata,69
Ringnes Park,Galgeberg,69
Loerenveien,Hesselbergs Gate,69
Oslo Handelsgymnasium,Holbergs plass,69
Frognerbadet,Briskeby,69
Sagene bussholdeplass,Kirkeristen,69
Sagene bussholdeplass,Bislettgata,69
Toeyen skole,Vaar Frelsers gravlund,69
John Colletts plass,Uelands gate,69
Landstads gate,Toeyen skole,69
Landstads gate,Daelenenggata,69
Kontraskjaeret,Soendre gate,69
Sinsenveien,Sommerfrydhagen,69
Uranienborgparken,Spikersuppa oest,69
Norsk Folkemuseum,Skillebekk,69
Alexander Kiellands Plass,Skoeyen,69
Birkelunden,Tjuvholmen,69
Briskeby,Skoeyen,69
Olav Kyrres plass,Aker Brygge,69
Lindern,Stavangergata,69
Fram-gaarden,Thune,69
Sentrum Scene,Oslo Hospital,69
BI Nydalen,Bislett Stadion,69
Moelleparken,St. Hanshaugen park soer,69
Vippetangen oest,The Hub,69
Vulkan,Soendre gate,69
Vulkan,Sommerfrydhagen,69
Vulkan,Brugata,69
Vulkan,Frogner plass,69
Sjoesiden ved trappen,Klingenberggata,69
AHO,Mandalls gate,69
AHO,Kirkegata 15,69
Sjoelyst,Norsk Folkemuseum,69
Sjoelyst,Skillebekk,69
Bislett Stadion,Pilestredet Studenthus,69
Bislett Stadion,Landstads gate,69
Bislett Stadion,Skillebekk,69
Elisenberg,Spikersuppa Vest,69
Elisenberg,Marcus Thranes gate,69
Vippetangen vest,Vaterlandsparken,69
Vippetangen vest,Jess Carlsens gate,69
Frognerstranda,Parkveien,69
Frognerstranda,Briskeby,69
Trondheimsveien,Fagerheimgata,69
Jenny Braatens Plass,Sukkerbiten,69
Botanisk Hage soer,Edvard Storms gate,69
Stensparken,Valkyrieplassen,69
Schous plass trikkestopp,Carl Berners plass soer,69
Schous plass trikkestopp,Schous plass,69
Schous plass trikkestopp,Mandalls gate,69
Schous plass trikkestopp,St. Olavs gate,69
Skillebekk,Stortingstunellen,69
Skillebekk,Kontraskjaeret,69
Skillebekk,Vippetangen oest,69
Arendalsgata,Toeyen skole,69
Edvard Storms gate,Akerselvallmenningen,69
Jernbanetorget,Raadhusgata,69
Jernbanetorget,Hallénparken,69
Tjuvholmen,Skippergata,69
Helga Helgesens plass,Vippetangen vest,69
Karenslyst allé,Maritimt Museum,69
Sommerfrydhagen,Pilestredet Studenthus,69
Carl Berners plass nord,Toeyenparken,69
Carl Berners plass nord,Kirkeristen,69
Torggata,Hallénparken,69
Sofienbergparken nordvest,Klingenberggata,69
Vaterlandsparken,Sentrum Scene,69
HasleLinje,HasleLinje,69
Bjerregaards gate,Rostockgata,69
Bjerregaards gate,Jakob kirke,69
Bjerregaards gate,Daelenenggata,69
Fagerheimgata,Akersgata,69
Botanisk Hage vest,Gunerius,69
Henrik Ibsens gate,Holbergs plass,69
Ensjoe T-bane,Fyrstikktorget,69
Sofienberggata,Bjoervika,69
Finnmarksgata,Annette Thommessens Plass,69
Ullevaalsveien,Vulkan,69
Thomas Heftyes plass,Frognerstranda,69
Thomas Heftyes plass,Frogner plass,69
Toeyenbekken,Jakob kirke,69
Friggfeltet,Borgenveien,69
Holbergs plass,Ringnes Park,69
Holbergs plass,Majorstuen,69
Holbergs plass,Olaf Ryes plass,69
St. Olavs gate,Groenlands torg,69
Grünerhagen Nord,Arkaden Nord,69
Grünerhagen Nord,Hammersborg Torg,69
Colbjoernsens gate,Bogstadveien,69
Olaf Ryes plass,Studentparlamentet,69
Olaf Ryes plass,Carl Berners plass nord,69
Akersgata,Fredensborg,69
Dokkveien,Briskeby,69
Dokkveien,Bjerregaards gate,69
Kirkeveien,Bogstadveien,69
Kirkeveien,Bankplassen,69
Slottsparken oest,Karenslyst allé,69
Oscars gate,Parkveien,69
Oscars gate,Olaf Ryes plass,69
Over Raadhusgata,Saga Kino,69
Skoeyen,Bygdoey allé,69
Annette Thommessens Plass,Hesselbergs Gate,69
Annette Thommessens Plass,Aker Brygge 3 mot Fergene,69
Annette Thommessens Plass,Tjuvholmen,69
Annette Thommessens Plass,Torggata,69
Sognsveien,Blindern studentparkering,69
Hallings gate,Stensparken,69
Hallings gate,Daelenenggata,69
Bogstadveien,Moelleparken,69
Georg Morgenstiernes hus,Krebs' gate,69
Georg Morgenstiernes hus,Oscars gate,69
Jordalgata,Botanisk Hage soer,69
Nordre gate,Akerselvallmenningen,69
Nordre gate,Bjoervika,69
Nordre gate,Spikersuppa oest,69
Koebenhavngata busstopp,Sofienbergparken nordvest,69
Riddervoldplass,Riddervoldplass,69
Fredensborg,Griffenfeldts gate,69
Sofienbergparken nord,Jess Carlsens gate,69
Sofienbergparken nord,Skippergata,69
Sofienbergparken nord,Jordalgata,69
Marcus Thranes gate,Elgsletta,69
Marcus Thranes gate,Skoeyen,69
Marcus Thranes gate,Munkegata,69
Fred Olsens gate,Helga Helgesens plass,69
Sotahjoernet,Toeyenbekken,69
Schives gate,Elisenberg,69
Bjerregaardsgate oest,Bjoervika,69
Bak Niels Treschows hus soer,Stavangergata,69
Pilestredet 63,Oscars gate,69
Daelenenggata,Fredensborg,69
Spikersuppa oest,Skovveien,69
Drammensveien,Huk 1,69
Munkegata,Krohgstoetten hospital,69
Hasle,Marcus Thranes gate,69
Hallénparken,Aker Brygge,69
Hallénparken,Bjoervika,69
Professor Aschehougs plass,Aker Brygge 2 mot Raadhusplassen,68
Rostockgata,Salt,68
The Hub,Bjoervika,68
Akerselvallmenningen,Akersgata,68
Akerselvallmenningen,Nordre gate,68
Akerselvallmenningen,Enerhaugen,68
Elgsletta,St. Olavs gate,68
Tiedemannsparken,Koebenhavngata busstopp,68
Aker Brygge 3 mot Fergene,Linaaes gate,68
Toeyenparken,Marcus Thranes gate,68
Groenlands torg,Tjuvholmen,68
Stensgata,Jernbanetorget,68
Stensgata,Henrik Wergelands allé,68
Skovveien,Professor Aschehougs plass,68
Skovveien,Valkyrieplassen,68
Skovveien,Henrik Wergelands allé,68
St. Hanshaugen park vest,Over Raadhusgata,68
Sjoesiden ved fontenen,Alexander Kiellands Plass,68
Sjoesiden ved fontenen,Spikersuppa Vest,68
Hans Nielsen Hauges plass,Hammersborg Torg,68
Bjoelsen Studentby,Bislett Stadion,68
Bjoelsen Studentby,Majorstua skole,68
Storo Storsenter,Colosseum Kino,68
Storo Storsenter,Stensgata,68
Storo Storsenter,Carl Berners plass soer,68
Storo Storsenter,Majorstuen,68
Storo Storsenter,Fredensborg,68
Loerenveien,Bislett Stadion,68
Parkveien,Bislettgata,68
Frognerbadet,Olav Kyrres plass,68
Frognerbadet,Slottsparken oest,68
Sagene bussholdeplass,Skoeyen,68
Toeyen skole,St. Olavs gate,68
Landstads gate,Klingenberggata,68
Hasle Torg,Carl Berners plass soer,68
Hasle Torg,Alexander Kiellands Plass,68
Jakob kirke,Kontraskjaeret,68
Majorstuen,Birkelunden,68
Majorstuen,Moelleparken,68
Birkelunden,Saga Kino,68
Briskeby,Uranienborgparken,68
Chr. Michelsens Gate,Ullevaal sykehus,68
Ila,Bjerregaardsgate oest,68
Fram-gaarden,Skoeyen,68
BI Nydalen,Vaterlandsparken,68
BI Nydalen,Jess Carlsens gate,68
Lakkegata,Saga Kino,68
Lakkegata,Arkaden Nord,68
Vippetangen oest,Raadhusgata,68
AHO,Krebs' gate,68
Bislett Stadion,Valkyrieplassen,68
Bislett Stadion,Krebs' gate,68
Bislett Stadion,Bygdoey allé,68
Kvaernerbyen,Ensjoe T-bane,68
Kvaernerbyen,Dronningens gate,68
Oslo Plaza,St. Olavs gate,68
Ruseloekkgaarden,Skoeyen,68
Elisenberg,Skillebekk,68
Trondheimsveien,Stjerneplassen,68
Trondheimsveien,Grünerhagen Nord,68
Valkyrieplassen,Bjerregaards gate,68
Sukkerbiten,Nybrua holdeplass,68
Sukkerbiten,Enerhaugen,68
Studentparlamentet,Spikersuppa oest,68
St. Hanshaugen park nord,St. Hanshaugen park nord,68
Arendalsgata,Uelands gate,68
Hausmanns bru,Sjoesiden ved trappen,68
Edvard Storms gate,Via Vika,68
Edvard Storms gate,Sofienbergparken nord,68
Jernbanetorget,Sentrum Scene,68
Tjuvholmen,Kjeld Stubs gate,68
Karenslyst allé,Ruseloekkgaarden,68
Sommerfrydhagen,Fredensborg,68
Carl Berners plass nord,Botanisk Hage soer,68
Carl Berners plass nord,Sofienberggata,68
Torshovparken vest,Spikersuppa Vest,68
Torshovparken vest,BI Nydalen,68
Torshovparken vest,AHO,68
Torshovparken vest,Spikersuppa oest,68
Torggata,Enerhaugen,68
Sofienbergparken nordvest,Vippetangen oest,68
Vaterlandsparken,Soendre gate,68
Sirkustomta,Trelastgata,68
Bjerregaards gate,Munkedamsveien,68
Ullevaal sykehus,Jens Bjelkes Gate,68
Botanisk Hage vest,Sjoesiden ved trappen,68
Majorstuen T-bane,Karenslyst allé,68
Majorstuen T-bane,Majorstuen T-bane,68
Ensjoe T-bane,Sofienbergparken nordvest,68
Sofienberggata,Linaaes gate,68
Finnmarksgata,Fredensborg,68
Thomas Heftyes plass,Ringnes Park,68
Thomas Heftyes plass,Norsk Folkemuseum,68
Thomas Heftyes plass,Hydroparken,68
Jess Carlsens gate,Aker Brygge 2 mot Raadhusplassen,68
Jess Carlsens gate,Landstads gate,68
Mandalls gate,Helga Helgesens plass,68
Toeyenbekken,Botanisk hage soer-vest,68
Lille Grensen,Klingenberggata,68
Lille Grensen,Fred Olsens gate,68
Lille Grensen,Spikersuppa oest,68
Brynseng T-bane,Hedmarksgata,68
Uranienborgveien,Jernbanetorget,68
Uranienborgveien,Torggata,68
Uranienborgveien,Thomas Heftyes plass,68
Uranienborgveien,Fred Olsens gate,68
Uranienborgveien,Hammersborg Torg,68
Lilleborgbanen,Vulkan,68
Lilleborgbanen,Sinsen T-bane,68
Fyrstikktorget,Aker Brygge,68
Linaaes gate,Edvard Storms gate,68
Olaf Ryes plass,Universitetsgata,68
Olaf Ryes plass,Landstads gate,68
Olaf Ryes plass,Sirkustomta,68
Olaf Ryes plass,Hallénparken,68
Griffenfeldts gate,Alexander Kiellands Plass,68
Dokkveien,Jens Bjelkes Gate,68
Hoffsveien,Colosseum Kino,68
Kirkeveien,Bislett Stadion,68
Huitfeldts gate,Aker Brygge,68
Huitfeldts gate,St. Olavs gate,68
Annette Thommessens Plass,Schous plass,68
Sognsveien,Birkelunden,68
Sognsveien,Marienlystparken,68
Dronningens gate,Rostockgata,68
Stavangergata,Daelenenggata,68
Henrik Wergelands allé,Frognerbadet,68
Nordre gate,AHO,68
Majorstua skole,Uranienborgparken,68
Badebakken,Boekkerveien,68
Badebakken,Bak Niels Treschows hus nord,68
Bjoelsen moelle,Hesselbergs Gate,68
Bjoelsen moelle,Hans Nielsen Hauges plass,68
Kampen park oest,Jens Bjelkes Gate,68
Sofienbergparken nord,Bislett Stadion,68
Dyvekes bru,Sommerfrydhagen,68
Frogner plass,Hydroparken,68
Marcus Thranes gate,Bjoelsen Studentby,68
Sotahjoernet,The Hub,68
Sotahjoernet,Oslo Hospital,68
Sinsen T-bane,Torshovdalen oest,68
Bjerregaardsgate oest,Schous plass trikkestopp,68
Pilestredet 63,Vaar Frelsers gravlund,68
7. juni-plassen,Briskeby,68
7. juni-plassen,Colbjoernsens gate,68
Spikersuppa oest,Sofienbergparken nord,68
Oslo Hospital,Tjuvholmen,68
Munkegata,St. Olavs gate,68
Hasle,Schous plass,68
Hallénparken,Daelenenggata,68
Enerhaugen,Alexander Kiellands Plass,68
Aker Brygge,Grünerhagen Nord,67
Hedmarksgata,Sukkerbiten,67
Hedmarksgata,Jens Bjelkes Gate,67
Gunerius,Bjoervika,67
